Transceiver Name,Cell Name,Longitude,Latitude,Frequency Band,Scenario,Antenna Type,Azimuth,Height,Mechanical Downtilt,Electrical Downtilt,Max Power(dBm)
PLACEHOLDER,PLACEHOLDER_0,13.977105597223238,31.732130791928483,1800,urban,1800MHz 65deg 17dBi 0Tilt,235.0,42.01875305175781,0,5.403885841369629,15.2
PLACEHOLDER,PLACEHOLDER_2,13.987660369454906,31.732215066240474,1800,rural,1800MHz 65deg 17dBi 0Tilt,100.0,30.01298713684082,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_3,13.992937772093091,31.732256875717297,1800,rural,1800MHz 65deg 17dBi 0Tilt,225.0,33.807228088378906,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_4,13.998215185669796,31.73229846673923,1800,rural,1800MHz 65deg 17dBi 0Tilt,195.0,28.0,0,4.613313674926758,15.2
PLACEHOLDER,PLACEHOLDER_7,13.982432274980638,31.727662653482366,1800,rural,1800MHz 65deg 17dBi 0Tilt,165.0,31.952985763549805,0,7.832779884338379,15.2
PLACEHOLDER,PLACEHOLDER_8,13.987709411073153,31.727704674056447,1800,rural,1800MHz 65deg 17dBi 0Tilt,145.0,33.001502990722656,0,8.156465530395508,15.2
PLACEHOLDER,PLACEHOLDER_19,13.98253083616643,31.718641874034244,1800,rural,1800MHz 65deg 17dBi 0Tilt,195.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_20,13.987807461331018,31.71868387989833,1800,rural,1800MHz 65deg 17dBi 0Tilt,240.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_22,13.998360744570597,31.71876723660903,1800,rural,1800MHz 65deg 17dBi 0Tilt,235.0,31.154571533203125,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_23,14.003637402531092,31.7188085874525,1800,rural,1800MHz 65deg 17dBi 0Tilt,310.0,28.66105079650879,0,0.5072147846221924,15.2
PLACEHOLDER,PLACEHOLDER_27,13.99313285074855,31.714215258134505,1800,rural,1800MHz 65deg 17dBi 0Tilt,190.0,30.95700454711914,0,1.180492877960205,15.2
PLACEHOLDER,PLACEHOLDER_28,13.99840924245186,31.71425682004223,1800,urban,1800MHz 65deg 17dBi 0Tilt,125.0,30.564714431762695,0,2.234347343444824,15.2
PLACEHOLDER,PLACEHOLDER_29,14.00368564502772,31.714298163646397,1800,rural,1800MHz 65deg 17dBi 0Tilt,30.0,28.293415069580078,0,8.894386291503906,15.2
PLACEHOLDER,PLACEHOLDER_34,13.998457729460576,31.70974640021417,1800,rural,1800MHz 65deg 17dBi 0Tilt,35.0,34.001644134521484,0,4.035933017730713,15.2
PLACEHOLDER,PLACEHOLDER_35,14.00373387670904,31.70978773657973,1800,rural,1800MHz 65deg 17dBi 0Tilt,295.0,33.80225372314453,0,3.93328857421875,15.2
