Transceiver Name,Cell Name,Longitude,Latitude,Frequency Band,Scenario,Antenna Type,Azimuth,Height,Mechanical Downtilt,Electrical Downtilt,Max Power(dBm)
PLACEHOLDER,PLACEHOLDER_1,12.31997361820639,29.053697124171094,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,275.0,28.0,0,4.392083644866943,15.2
PLACEHOLDER,PLACEHOLDER_2,12.289309105219516,29.04857086110097,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,35.0,32.11201858520508,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_3,12.294439225961334,29.048674394996926,1800,rural,1800MHz 65deg 17dBi 0Tilt,100.0,31.784881591796875,0,8.735757827758789,15.2
PLACEHOLDER,PLACEHOLDER_5,12.30469954812386,29.048880875831884,1800,rural,1800MHz 65deg 17dBi 0Tilt,185.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_6,12.309829749442994,29.048983822763407,1800,rural,1800MHz 65deg 17dBi 0Tilt,185.0,34.23868942260742,0,4.213944435119629,15.2
PLACEHOLDER,PLACEHOLDER_8,12.320090232303045,29.049189129635863,1800,rural,1800MHz 65deg 17dBi 0Tilt,100.0,28.0,0,2.5695252418518066,15.2
PLACEHOLDER,PLACEHOLDER_9,12.29455692602597,29.044166491948882,1800,rural,1800MHz 65deg 17dBi 0Tilt,60.0,32.36248016357422,0,8.952075958251953,15.2
PLACEHOLDER,PLACEHOLDER_15,12.294674599185655,29.039658585437056,1800,rural,1800MHz 65deg 17dBi 0Tilt,175.0,31.895448684692383,0,4.762551307678223,15.2
PLACEHOLDER,PLACEHOLDER_19,12.315193570768473,29.040070612425698,1800,rural,1800MHz 65deg 17dBi 0Tilt,215.0,28.0,0,8.748266220092773,15.2
PLACEHOLDER,PLACEHOLDER_23,12.305051232808076,29.035357042050077,1800,rural,1800MHz 65deg 17dBi 0Tilt,95.0,32.03839874267578,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_25,12.31531032734504,29.035562626436658,1800,rural,1800MHz 65deg 17dBi 0Tilt,90.0,29.32514762878418,0,7.5026679039001465,15.2
PLACEHOLDER,PLACEHOLDER_26,12.320439914676944,29.035665125295022,1800,rural,1800MHz 65deg 17dBi 0Tilt,350.0,28.0,0,9.921425819396973,15.2
PLACEHOLDER,PLACEHOLDER_27,12.29490986480992,29.030642762023753,1800,rural,1800MHz 65deg 17dBi 0Tilt,130.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_28,12.300039122706506,29.03074602403526,1800,rural,1800MHz 65deg 17dBi 0Tilt,185.0,28.0,0,9.22637939453125,15.2
PLACEHOLDER,PLACEHOLDER_30,12.31029771896709,29.030951961522653,1800,rural,1800MHz 65deg 17dBi 0Tilt,5.0,32.000938415527344,0,10.530203819274902,15.2
PLACEHOLDER,PLACEHOLDER_31,12.315427057229583,29.03105463699108,1800,rural,1800MHz 65deg 17dBi 0Tilt,180.0,28.0,0,9.01898193359375,15.2
PLACEHOLDER,PLACEHOLDER_32,12.320556422179202,29.0311571169377,1800,rural,1800MHz 65deg 17dBi 0Tilt,320.0,28.822465896606445,0,2.694812536239624,15.2
PLACEHOLDER,PLACEHOLDER_33,12.29502745728438,29.02613484512307,1800,rural,1800MHz 65deg 17dBi 0Tilt,5.0,45.0,0,8.998255729675293,15.2
PLACEHOLDER,PLACEHOLDER_34,12.300156492869085,29.02623808808027,1800,rural,1800MHz 65deg 17dBi 0Tilt,220.0,34.700103759765625,0,5.448531150817871,15.2
PLACEHOLDER,PLACEHOLDER_36,12.310414644491138,29.026443987567166,1800,rural,1800MHz 65deg 17dBi 0Tilt,15.0,30.517425537109375,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_37,12.315543760426998,29.026546644089404,1800,rural,1800MHz 65deg 17dBi 0Tilt,205.0,31.863500595092773,0,1.0138986110687256,15.2
