Transceiver Name,Cell Name,Longitude,Latitude,Frequency Band,Scenario,Antenna Type,Azimuth,Height,Mechanical Downtilt,Electrical Downtilt,Max Power(dBm)
PLACEHOLDER,PLACEHOLDER_1,12.588282544811156,23.41208122006672,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,205.0,28.0,0,1.7838022708892822,15.2
PLACEHOLDER,PLACEHOLDER_2,12.56391767309658,23.407189340454398,1800,rural,1800MHz 65deg 17dBi 0Tilt,185.0,35.4798469543457,0,6.492816925048828,15.2
PLACEHOLDER,PLACEHOLDER_6,12.583474982954462,23.40749317450967,1800,urban,1800MHz 65deg 17dBi 0Tilt,330.0,28.0,0,1.2921851873397827,15.2
PLACEHOLDER,PLACEHOLDER_7,12.588364361700203,23.407568751155697,1800,urban,1800MHz 65deg 17dBi 0Tilt,55.0,28.0,0,5.279082298278809,15.2
PLACEHOLDER,PLACEHOLDER_9,12.568889427918442,23.402753121566075,1800,rural,1800MHz 65deg 17dBi 0Tilt,345.0,31.35158348083496,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_11,12.578667752020026,23.402905005896447,1800,urban,1800MHz 65deg 17dBi 0Tilt,305.0,35.052791595458984,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_15,12.56897186553519,23.39824071216971,1800,rural,1800MHz 65deg 17dBi 0Tilt,335.0,36.52736282348633,0,11.477060317993164,15.2
PLACEHOLDER,PLACEHOLDER_18,12.58363888628857,23.398468260597905,1800,urban,1800MHz 65deg 17dBi 0Tilt,165.0,28.0,0,0.21696433424949646,15.2
PLACEHOLDER,PLACEHOLDER_19,12.588527934191527,23.398543804709455,1800,urban,1800MHz 65deg 17dBi 0Tilt,305.0,28.0,0,6.988027572631836,15.2
PLACEHOLDER,PLACEHOLDER_24,12.58372080725648,23.393955799329227,1800,urban,1800MHz 65deg 17dBi 0Tilt,40.0,29.947011947631836,0,4.601088523864746,15.2
PLACEHOLDER,PLACEHOLDER_25,12.588609689799952,23.394031327175142,1800,urban,1800MHz 65deg 17dBi 0Tilt,130.0,28.0,0,1.3485643863677979,15.2
PLACEHOLDER,PLACEHOLDER_27,12.569136679005164,23.389215884742665,1800,rural,1800MHz 65deg 17dBi 0Tilt,320.0,33.27659225463867,0,1.1732769012451172,15.2
PLACEHOLDER,PLACEHOLDER_31,12.58869142498765,23.389518846767317,1800,urban,1800MHz 65deg 17dBi 0Tilt,165.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_34,12.574107545321601,23.384779419779257,1800,rural,1800MHz 65deg 17dBi 0Tilt,290.0,28.0,0,7.666359901428223,15.2
PLACEHOLDER,PLACEHOLDER_36,12.5838845878094,23.384930868168603,1800,urban,1800MHz 65deg 17dBi 0Tilt,90.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_2,12.567789712788137,23.436137239219885,1800,rural,1800MHz 65deg 17dBi 0Tilt,220.0,28.0,0,3.919680595397949,15.2
PLACEHOLDER,PLACEHOLDER_4,12.577570483158008,23.43628939617103,1800,rural,1800MHz 65deg 17dBi 0Tilt,235.0,29.78769874572754,0,3.8949294090270996,15.2
PLACEHOLDER,PLACEHOLDER_5,12.582460899168227,23.43636524521207,1800,rural,1800MHz 65deg 17dBi 0Tilt,180.0,29.207576751708984,0,6.662066459655762,15.2
PLACEHOLDER,PLACEHOLDER_7,12.562982130845043,23.43154856128056,1800,rural,1800MHz 65deg 17dBi 0Tilt,340.0,35.864444732666016,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_8,12.567872319428409,23.431624852776075,1800,rural,1800MHz 65deg 17dBi 0Tilt,95.0,37.108795166015625,0,10.857650756835938,15.2
PLACEHOLDER,PLACEHOLDER_10,12.577652758401676,23.431776977007022,1800,rural,1800MHz 65deg 17dBi 0Tilt,255.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_12,12.587433279508234,23.431928489540613,1800,rural,1800MHz 65deg 17dBi 0Tilt,115.0,38.15294647216797,0,6.800454139709473,15.2
PLACEHOLDER,PLACEHOLDER_13,12.563064882521703,23.427036188363306,1800,rural,1800MHz 65deg 17dBi 0Tilt,35.0,28.0,0,12.0,15.2
PLACEHOLDER,PLACEHOLDER_16,12.57773501311202,23.427264554963408,1800,rural,1800MHz 65deg 17dBi 0Tilt,300.0,30.003787994384766,0,2.287508726119995,15.2
PLACEHOLDER,PLACEHOLDER_17,12.582625097757665,23.427340371383956,1800,rural,1800MHz 65deg 17dBi 0Tilt,150.0,28.0,0,4.814023017883301,15.2
PLACEHOLDER,PLACEHOLDER_18,12.58751520289223,23.427416034910443,1800,rural,1800MHz 65deg 17dBi 0Tilt,145.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_23,12.582707166317455,23.422827930152533,1800,rural,1800MHz 65deg 17dBi 0Tilt,30.0,31.016841888427734,0,3.6001925468444824,15.2
PLACEHOLDER,PLACEHOLDER_25,12.563230323915688,23.418011433882082,1800,rural,1800MHz 65deg 17dBi 0Tilt,170.0,28.0,0,7.4870781898498535,15.2
PLACEHOLDER,PLACEHOLDER_26,12.568120015665954,23.418087676155853,1800,rural,1800MHz 65deg 17dBi 0Tilt,250.0,30.879684448242188,0,10.699050903320312,15.2
PLACEHOLDER,PLACEHOLDER_27,12.573009728022859,23.41816376560907,1800,rural,1800MHz 65deg 17dBi 0Tilt,150.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_35,12.582871241982604,23.413803039057267,1800,rural,1800MHz 65deg 17dBi 0Tilt,215.0,34.423458099365234,0,4.166359901428223,15.2
PLACEHOLDER,PLACEHOLDER_36,12.587760850370849,23.413878653759667,1800,rural,1800MHz 65deg 17dBi 0Tilt,170.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_0,12.561399140256492,23.46447349557049,1800,rural,1800MHz 65deg 17dBi 0Tilt,80.0,37.401371002197266,0,0.02695155143737793,15.2
PLACEHOLDER,PLACEHOLDER_1,12.56629053522113,23.464549937511034,1800,rural,1800MHz 65deg 17dBi 0Tilt,270.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_5,12.585856321135253,23.464854173660616,1800,rural,1800MHz 65deg 17dBi 0Tilt,345.0,36.20381164550781,0,9.007335662841797,15.2
PLACEHOLDER,PLACEHOLDER_7,12.566373305004394,23.460037572513595,1800,rural,1800MHz 65deg 17dBi 0Tilt,115.0,40.08629608154297,0,0.387493371963501,15.2
PLACEHOLDER,PLACEHOLDER_8,12.57126455465941,23.46011384490557,1800,rural,1800MHz 65deg 17dBi 0Tilt,160.0,31.68496322631836,0,3.703976631164551,15.2
PLACEHOLDER,PLACEHOLDER_10,12.581047115735435,23.460265930301812,1800,rural,1800MHz 65deg 17dBi 0Tilt,295.0,28.0,0,2.178579330444336,15.2
