episode,reward,entropy,kl_div,variance
0,"tensor(0.9047, device='cuda:0')",140.18643188476562,0.0,95.14440155029297
1,"tensor(0.8464, device='cuda:0')",140.18643188476562,0.0,105.27765655517578
2,"tensor(0.9369, device='cuda:0')",140.18643188476562,0.0,107.83700561523438
3,"tensor(0.8476, device='cuda:0')",140.18643188476562,0.0,104.19609069824219
4,"tensor(1.0083, device='cuda:0')",140.18641662597656,0.0,106.17240905761719
5,"tensor(0.9848, device='cuda:0')",140.18643188476562,0.0,102.80094146728516
6,"tensor(0.8934, device='cuda:0')",140.18643188476562,0.0,105.18730163574219
7,"tensor(0.9416, device='cuda:0')",140.18643188476562,0.0,106.33512115478516
8,"tensor(0.9711, device='cuda:0')",140.18643188476562,0.0,104.36652374267578
9,"tensor(0.8437, device='cuda:0')",140.18643188476562,0.0,104.02433776855469
10,"tensor(1.1954, device='cuda:0')",140.18643188476562,0.0,105.9449462890625
