Transceiver Name,Cell Name,Longitude,Latitude,Frequency Band,Scenario,Antenna Type,Azimuth,Height,Mechanical Downtilt,Electrical Downtilt,Max Power(dBm)
PLACEHOLDER,PLACEHOLDER_7,20.166272383194382,32.08897086792401,1800,rural,1800MHz 65deg 17dBi 0Tilt,180.0,28.0,0,0.5304216146469116,15.2
PLACEHOLDER,PLACEHOLDER_8,20.139634370673406,32.085554406778265,1800,rural,1800MHz 65deg 17dBi 0Tilt,305.0,36.814632415771484,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_10,20.150188368853566,32.08512466377636,1800,urban,1800MHz 65deg 17dBi 0Tilt,155.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_12,20.160742141765184,32.08469404671235,1800,rural,1800MHz 65deg 17dBi 0Tilt,25.0,36.102970123291016,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_13,20.166018943603625,32.084478410427245,1800,rural,1800MHz 65deg 17dBi 0Tilt,340.0,28.38285255432129,0,4.807499885559082,15.2
PLACEHOLDER,PLACEHOLDER_15,20.176572377762454,32.084046482391315,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,55.0,28.0,0,1.974381923675537,15.2
PLACEHOLDER,PLACEHOLDER_16,20.139382267732003,32.08106175786221,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,55.0,28.505189895629883,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_17,20.144659038897267,32.08084703283557,1800,rural,1800MHz 65deg 17dBi 0Tilt,210.0,37.79724884033203,0,7.758482933044434,15.2
PLACEHOLDER,PLACEHOLDER_19,20.15521241242361,32.08041692733264,1800,rural,1800MHz 65deg 17dBi 0Tilt,350.0,28.23614501953125,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_21,20.16576556049999,32.07998594795067,1800,rural,1800MHz 65deg 17dBi 0Tilt,125.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_23,20.176318482673206,32.079554094754336,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,130.0,33.36100387573242,0,4.810507774353027,15.2
PLACEHOLDER,PLACEHOLDER_25,20.144406736149982,32.076354416167185,1800,rural,1800MHz 65deg 17dBi 0Tilt,80.0,28.0,0,9.922124862670898,15.2
PLACEHOLDER,PLACEHOLDER_28,20.160235943996703,32.07570904205712,1800,rural,1800MHz 65deg 17dBi 0Tilt,80.0,38.581119537353516,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_31,20.13887823041545,32.07207644514693,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,15.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_34,20.154706839354432,32.07143183808662,1800,rural,1800MHz 65deg 17dBi 0Tilt,150.0,33.38383483886719,0,4.506789684295654,15.2
PLACEHOLDER,PLACEHOLDER_35,20.159982929729857,32.071216532266945,1800,rural,1800MHz 65deg 17dBi 0Tilt,305.0,28.0,0,8.290887832641602,15.2
PLACEHOLDER,PLACEHOLDER_37,20.17053494123457,32.07078526547675,1800,rural,1800MHz 65deg 17dBi 0Tilt,70.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_40,20.15972997185952,32.06672401750269,1800,urban,1800MHz 65deg 17dBi 0Tilt,285.0,28.0,0,0.0,15.2
PLACEHOLDER,PLACEHOLDER_42,20.15947707037437,32.06223149776508,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,100.0,28.0,0,10.759261131286621,15.2
PLACEHOLDER,PLACEHOLDER_43,20.1647525927301,32.062016048260695,1800,outofbounds,1800MHz 65deg 17dBi 0Tilt,195.0,33.13590621948242,0,2.9817259311676025,15.2
